  0.0920536   0.0908348    0.102244    0.085886
   0.171082   0.0661936    0.168306   0.0596183
   0.176167   0.0871449    0.160047   0.0734741
   0.240811     0.21724    0.156294   0.0744913
   0.113262   0.0495753    0.126343   0.0620034
   0.178969    0.103518    0.146506   0.0748284
   0.211755    0.134663    0.171022   0.0557702
   0.245247    0.272897    0.117823   0.0557802
   0.174857   0.0688744    0.208314   0.0623089
   0.209115    0.127159    0.200196    0.114166
  0.0512839   0.0544178   0.0490123   0.0785773
  0.0982536   0.0303319    0.156467    0.081903
   0.182631    0.102777     0.15694   0.0763024
   0.134912   0.0679226    0.159842   0.0897579
   0.184505     0.14102    0.150799   0.0796772
   0.170262   0.0242237    0.239165   0.0561344
   0.278079    0.277194    0.184846   0.0991831
   0.308356    0.124139    0.207718   0.0524435
   0.150032   0.0918486    0.147396   0.0905832
    0.11005   0.0945216    0.106818   0.0477987
  0.0815549   0.0823839   0.0693925   0.0886292
 -0.0202752   0.0893217   0.0278267   0.0490976
    0.15833    0.113482    0.261572   0.0554355
   0.149877   0.0913814    0.161992   0.0840478
   0.148605    0.044388     0.14793   0.0432835
    0.16922   0.0818846    0.167344   0.0846105
   0.127326   0.0242417    0.175552   0.0588635
   0.245767    0.251747    0.173487    0.128027
   0.104483    0.130585    0.128183   0.0895766
   0.188341    0.111906    0.154881   0.0683561
   0.200075    0.137187    0.148272   0.0765188
   0.222143    0.305551    0.206314    0.118716
    0.16541   0.0632688    0.174048   0.0678174
   0.156121   0.0850728    0.130021   0.0465682
   0.236503   0.0934728    0.212588   0.0729278
   0.220294    0.101685    0.159858   0.0596856
   0.152658    0.082288    0.186865    0.108818
   0.161727   0.0756473    0.163771   0.0666777
   0.252025    0.199022    0.196013    0.109314
   0.038661   0.0203098     0.03626   0.0597981
   0.108143   0.0208725     0.15569   0.0628274
   0.165821   0.0679155     0.20143   0.0644706
   0.105599   0.0848262    0.170934    0.083381
   0.212855   0.0927186    0.188076   0.0678596
   0.354996   0.0907549    0.239026   0.0362264
   0.159949   0.0608209    0.166764   0.0717465
   0.155345   0.0900438    0.101924   0.0510125
-0.00357267   0.0276252  -0.0152568   0.0542743
   0.105563   0.0518202    0.117812    0.076682
   0.118204   0.0594168    0.155978   0.0816799
   0.287882    0.241112    0.160814   0.0725989
   0.138873   0.0299502    0.161626   0.0546545
   0.139743   0.0371578    0.158618   0.0630915
  0.0838458   0.0400011    0.110503   0.0826381
  0.0952773    0.201508   0.0673232    0.107204
   0.179805   0.0515632     0.20643   0.0641257
   0.148913   0.0575562    0.168449   0.0777824
   0.130522   0.0524491    0.130714   0.0540271
   0.108168    0.219707    0.117794    0.106273
  0.0206581    0.116105   0.0727413    0.058249
  0.0719062   0.0146473    0.120979   0.0398314
   0.221572    0.155456    0.178286   0.0513191
  0.0883163   0.0597264    0.104575   0.0671776
   0.296778    0.129399     0.19621   0.0453622
   0.294154    0.177027    0.215803   0.0826721
  0.0682889   0.0363007    0.104631   0.0657857
   0.275313    0.179679     0.21969   0.0890192
   0.320939    0.243584    0.223728   0.0987804
   0.226985   0.0546411    0.271846   0.0559208
   0.161712    0.164647    0.116542   0.0687946
   0.148621   0.0830827    0.139759    0.069844
   0.113937   0.0239025    0.169785     0.12788
   0.242362   0.0897189    0.191433   0.0506609
   0.280544    0.143619    0.192005   0.0569177
   0.109667   0.0963043    0.109628   0.0783624
  0.0590257  0.00859577     0.13937   0.0722506
   0.174154   0.0329534    0.212024   0.0404201
   0.149748   0.0756351    0.130865   0.0498511
  0.0251329    0.057736   0.0249673   0.0603206
  0.0581037   0.0542857   0.0702911   0.0994143
  0.0994935   0.0276762    0.137053   0.0722527
    0.16527   0.0267344     0.25077   0.0773735
   0.252325    0.096581    0.230803   0.0803176
  0.0164324   0.0513823   0.0255455   0.0538443
   0.306285   0.0450258    0.255586   0.0413335
   0.254558     0.14939     0.19356   0.0788605
   0.163673   0.0750815    0.172707   0.0856213
   0.299504   0.0977285    0.204038   0.0618233
    0.22181    0.261711    0.146795   0.0704519
   0.311381    0.147081    0.194398   0.0567898
   0.195604    0.102122     0.12013    0.049099
   0.107027   0.0522928    0.155711   0.0520474
   0.155406    0.115537    0.146234    0.105088
    0.18406    0.121979     0.13476   0.0575103
  0.0606942   0.0696207   0.0587166   0.0673867
    0.12133   0.0383252    0.131562   0.0454121
   0.132245    0.055758    0.105382   0.0668216
   0.128156    0.134499     0.10746   0.0691513
   0.332675    0.150158    0.199571   0.0587379
   0.131175    0.037194    0.137184   0.0387559
   0.139878   0.0882479    0.129227   0.0785976
